ISO3,VACCINE_NAME,PRODUCT_NAME,COMPANY_NAME,AUTHORIZATION_DATE,START_DATE,END_DATE,COMMENT,DATA_SOURCE
ARG,CanSino - Convidecia,Convidecia,CanSino Biologicals,,2021-09-08,,,REPORTING
ARE,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
YEM,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
PAK,CanSino - Convidecia,Convidecia,CanSino Biologicals,2021-01-20,2021-02-03,,,REPORTING
AFG,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
BHR,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
DJI,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
QAT,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
SAU,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
SOM,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
SDN,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
SYR,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
TUN,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
KWT,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
LBN,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
LBY,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
MAR,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
OMN,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
PSE,CanSino - Convidecia,Convidecia,CanSino Biologicals,,,,,REPORTING
BLR,Chumakov - Covi-Vac,Covi-Vac,Chumakov,,2022-01-12,,,REPORTING
MKD,Wuhan CNBG - Inactivated,Inactivated SARS-CoV-2 vaccine,Wuhan Institute of Biological Products (CNBG),,2021-04-21,,,REPORTING
CHN,Wuhan CNBG - Inactivated,Inactivated SARS-CoV-2 vaccine,Wuhan Institute of Biological Products (CNBG),2020-07-22,2020-07-22,,,REPORTING
ARM,Wuhan CNBG - Inactivated,Inactivated SARS-CoV-2 vaccine,Wuhan Institute of Biological Products (CNBG),,2022-03-09,,,REPORTING
CHE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
PAK,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-20,2021-02-03,,,REPORTING
MTQ,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
BWA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-25,2021-03-26,,,REPORTING
AZE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-06-09,,,REPORTING
HND,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-06-21,,,REPORTING
SUR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-20,2021-08-28,,,REPORTING
ARG,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-09-16,,,REPORTING
KNA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-09-01,2021-09-01,,,REPORTING
LCA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
GTM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-08-22,,,REPORTING
MAR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-06,2021-01-28,,,REPORTING
GRD,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-08-23,,,REPORTING
GUY,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-08-24,,,REPORTING
DJI,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-22,2021-03-15,,,REPORTING
ATG,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-12,2021-08-24,,,REPORTING
BHS,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-08-12,,,REPORTING
BLZ,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-12-31,2021-08-21,,,REPORTING
BRB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-08-19,,,REPORTING
DMA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
MKD,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-02-17,,,REPORTING
VCT,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
EGY,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-30,2021-01-24,,,REPORTING
IDN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-07-14,2021-08-23,,,REPORTING
THA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-06-24,2021-08-06,,,REPORTING
PLW,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2021-07-26,,,REPORTING
POL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
HUN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
BGR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
LUX,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
MLT,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
CZE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
UKR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-04-14,,,REPORTING
CYP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
SWE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
LTU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
ESP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
FRA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
GRC,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
ISR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-16,,,REPORTING
BEL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
ROU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-27,,,REPORTING
PRT,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
IRL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
EST,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
ALB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-13,,,REPORTING
NLD,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-06,,,REPORTING
ISL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
ITA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
LVA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
DNK,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-16,,,REPORTING
HRV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
SVK,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
DEU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
FIN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
AUT,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-30,,,REPORTING
LBN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-16,2021-02-14,,,REPORTING
PHL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-14,2021-05-12,,,REPORTING
MYS,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-08,2021-02-24,,,REPORTING
MNG,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-10,2021-03-26,,,REPORTING
JPN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-14,2021-02-17,,,REPORTING
SVN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
TUN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-11,2021-03-13,,,REPORTING
BHR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-11-03,2020-11-04,,,REPORTING
ARE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
PSE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-25,2021-02-02,,,REPORTING
SAU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-10,2021-01-06,,,REPORTING
JOR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-13,2021-01-13,,,REPORTING
CYM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-02,2021-01-15,,,REPORTING
COL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-05,2021-02-17,,,REPORTING
ABW,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-02-17,,,REPORTING
OMN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-14,2020-12-29,,,REPORTING
QAT,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
KWT,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-13,2020-12-28,,,REPORTING
PAN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-28,2021-01-20,,,REPORTING
CHL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-16,2020-12-21,,,REPORTING
BMU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-02,2021-01-11,,,REPORTING
MEX,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2020-12-24,,,REPORTING
CRI,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-15,2020-12-24,,,REPORTING
USA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2020-12-14,,,REPORTING
KGZ,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-11-03,,,REPORTING
AIA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-09-06,,,REPORTING
XKX,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-05-05,,,REPORTING
TCA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-11,,,REPORTING
ECU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-12-17,2021-01-20,,,REPORTING
CAN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-09,2020-12-14,,,REPORTING
SWZ,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
TZA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-24,,,,REPORTING
UGA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
ZAF,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
TON,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-10-13,2021-10-21,,,REPORTING
TLS,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-27,2021-10-27,,,REPORTING
BEN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
CIV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-15,,,,REPORTING
CMR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-19,,,,REPORTING
GAB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
KEN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
NAM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-07-09,,,,REPORTING
SMR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-03-03,,,REPORTING
GUF,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-13,,,REPORTING
JAM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-16,2021-08-21,,,REPORTING
UZB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-09-15,,,REPORTING
TJK,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-10-06,,,REPORTING
NIC,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-31,2021-10-13,,,REPORTING
LBY,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-24,2021-04-11,,,REPORTING
IRQ,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-29,2021-03-02,,,REPORTING
CUW,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-02-24,,,REPORTING
FSM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2021-08-24,,,REPORTING
MHL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2021-10-01,,,REPORTING
LIE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-06,,,REPORTING
NPL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-06-30,2021-11-14,,,REPORTING
KHM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-08-02,2022-01-14,,,REPORTING
SLB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-10-15,2021-12-16,,,REPORTING
WSM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-10-25,,,REPORTING
ARM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2022-02-16,,,REPORTING
IRN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
AFG,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
SLV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-17,2021-03-23,,,REPORTING
BES,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-02-22,,,REPORTING
GBR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-21,,,REPORTING
URY,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-21,2021-03-12,,,REPORTING
KAZ,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-11-10,,,REPORTING
YEM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
SXM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-02-22,,,REPORTING
PER,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-01,2021-03-08,,,REPORTING
PRI,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,,,,REPORTING
CPV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-19,2021-03-18,,,REPORTING
SDN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
MDA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-03-24,,,REPORTING
BGD,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-03-08,2021-06-21,,,REPORTING
MDV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-03-14,2021-04-13,,,REPORTING
BTN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-03-08,2021-07-20,,,REPORTING
SOM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-22,2021-03-16,,,REPORTING
SYR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-03,2021-04-01,,,REPORTING
NZL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-03,2021-02-19,,,REPORTING
GUM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2021-01-04,,,REPORTING
LAO,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-05-07,2021-06-15,,,REPORTING
BRN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,,,,REPORTING
GEO,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-03-31,,,REPORTING
NOR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
ASM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2020-12-21,,,REPORTING
MNP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-11,2020-12-19,,,REPORTING
AUS,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-25,2021-02-21,,,REPORTING
PYF,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-29,2021-01-18,,,REPORTING
SGP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-14,2020-12-30,,,REPORTING
NCL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2020-12-29,2021-01-20,,,REPORTING
GLP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-08,,,REPORTING
SRB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2020-12-23,,,REPORTING
BRA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-23,2021-05-03,,,REPORTING
RWA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-19,2021-03-05,,,REPORTING
GIN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-27,2021-03-05,,,REPORTING
KOR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-03-04,2021-02-27,,,REPORTING
NIU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-06-08,,,REPORTING
TKL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-03,2021-07-20,,,REPORTING
AND,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-01-20,,,REPORTING
BOL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-04-29,2021-04-30,,,REPORTING
MNE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-05-05,,,REPORTING
CHN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-01-25,2021-03-06,,,REPORTING
VNM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-06-12,2021-07-01,,,REPORTING
LKA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-05-08,2021-07-07,,,REPORTING
PRY,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-07-12,,,REPORTING
TTO,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-10-12,,,REPORTING
MCO,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,,2021-06-30,,,REPORTING
COK,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech,2021-02-03,2021-05-17,,,REPORTING
CHE,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
PRY,Moderna - Spikevax,Spikevax,Moderna,2020-12-29,2021-06-09,,,REPORTING
GLP,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
BWA,Moderna - Spikevax,Spikevax,Moderna,2021-04-16,2021-03-26,,,REPORTING
JOR,Moderna - Spikevax,Spikevax,Moderna,2020-12-13,2021-01-13,,,REPORTING
BHR,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
TUN,Moderna - Spikevax,Spikevax,Moderna,2021-01-11,2021-03-13,,,REPORTING
SUR,Moderna - Spikevax,Spikevax,Moderna,2021-07-14,2021-07-27,,,REPORTING
TJK,Moderna - Spikevax,Spikevax,Moderna,,2021-07-28,,,REPORTING
UZB,Moderna - Spikevax,Spikevax,Moderna,,2021-07-28,,,REPORTING
ARG,Moderna - Spikevax,Spikevax,Moderna,2021-07-23,2021-08-02,,,REPORTING
IND,Moderna - Spikevax,Spikevax,Moderna,2021-06-29,,,,REPORTING
COL,Moderna - Spikevax,Spikevax,Moderna,2021-06-25,2021-07-27,,,REPORTING
MEX,Moderna - Spikevax,Spikevax,Moderna,2021-08-17,2021-08-25,,,REPORTING
HRV,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
IRL,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
ROU,Moderna - Spikevax,Spikevax,Moderna,,2021-02-03,,,REPORTING
CZE,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
RWA,Moderna - Spikevax,Spikevax,Moderna,2021-07-29,,,,REPORTING
GUY,Moderna - Spikevax,Spikevax,Moderna,,2021-07-03,,,REPORTING
DNK,Moderna - Spikevax,Spikevax,Moderna,,2020-12-16,,,REPORTING
FIN,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
SVN,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
HUN,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
LVA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
CYP,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
DEU,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
POL,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
ITA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-06,,,REPORTING
NLD,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
LTU,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
BGR,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
ISL,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
LUX,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
FRA,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
ESP,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
SWE,Moderna - Spikevax,Spikevax,Moderna,,2021-02-17,,,REPORTING
PRT,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
PSE,Moderna - Spikevax,Spikevax,Moderna,2021-01-25,2021-02-02,,,REPORTING
EST,Moderna - Spikevax,Spikevax,Moderna,,2021-01-20,,,REPORTING
AUT,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
SVK,Moderna - Spikevax,Spikevax,Moderna,,2020-12-30,,,REPORTING
GRC,Moderna - Spikevax,Spikevax,Moderna,,2020-12-23,,,REPORTING
BEL,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
UGA,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
DMA,Moderna - Spikevax,Spikevax,Moderna,,2022-02-10,,,REPORTING
MKD,Moderna - Spikevax,Spikevax,Moderna,,2022-08-10,,,REPORTING
GRD,Moderna - Spikevax,Spikevax,Moderna,,2022-03-23,,,REPORTING
CAN,Moderna - Spikevax,Spikevax,Moderna,2020-12-23,,,,REPORTING
USA,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2020-12-21,,,REPORTING
LIE,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
MLT,Moderna - Spikevax,Spikevax,Moderna,,2021-01-13,,,REPORTING
GUF,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
ARM,Moderna - Spikevax,Spikevax,Moderna,,2021-10-06,,,REPORTING
CPV,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
KEN,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
LBY,Moderna - Spikevax,Spikevax,Moderna,2021-02-24,2021-04-11,,,REPORTING
HND,Moderna - Spikevax,Spikevax,Moderna,2021-02-17,2021-02-22,,,REPORTING
GTM,Moderna - Spikevax,Spikevax,Moderna,2021-02-25,2021-02-25,,,REPORTING
JPN,Moderna - Spikevax,Spikevax,Moderna,2021-05-21,2021-05-24,,,REPORTING
PLW,Moderna - Spikevax,Spikevax,Moderna,2020-12-18,2021-01-03,,,REPORTING
SAU,Moderna - Spikevax,Spikevax,Moderna,2020-12-10,2021-01-06,,,REPORTING
CRI,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
LCA,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
CHL,Moderna - Spikevax,Spikevax,Moderna,2022-02-02,2022-02-02,,,REPORTING
AFG,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
DJI,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
EGY,Moderna - Spikevax,Spikevax,Moderna,2020-12-30,2021-01-24,,,REPORTING
NPL,Moderna - Spikevax,Spikevax,Moderna,2021-09-15,2021-12-19,,,REPORTING
KGZ,Moderna - Spikevax,Spikevax,Moderna,,2021-12-15,,,REPORTING
BOL,Moderna - Spikevax,Spikevax,Moderna,,2022-01-10,,,REPORTING
AUS,Moderna - Spikevax,Spikevax,Moderna,2021-08-09,2021-09-20,,,REPORTING
KHM,Moderna - Spikevax,Spikevax,Moderna,2021-08-02,2021-12-16,,,REPORTING
MYS,Moderna - Spikevax,Spikevax,Moderna,2021-08-05,,,,REPORTING
MCO,Moderna - Spikevax,Spikevax,Moderna,,2022-03-02,,,REPORTING
QAT,Moderna - Spikevax,Spikevax,Moderna,,,,,REPORTING
ISR,Moderna - Spikevax,Spikevax,Moderna,,2021-03-03,,,REPORTING
